_ - _ - id,_ - _ - active,_ - _ - subtype,_ - _ - place_name,_ - _ - subcategory,_ - _ - place_address,_ - _ - place_type_id,_ - _ - place_latitude,_ - _ - place_longitude,_ - _ - place_type_name
E05553,1,estacion,"E05553 · Estacion de Servicio Puente Tres, S.A. de C.V.",Estación,"Carrt. Nuevo Laredo-Piedras Negras Km 7,700, Col. Union Del Recuerdo",3,27.523303,-99.5645,estacion
E06926,1,estacion,"E06926 · Promotora de Franquicias Vazeli, S.A. de C.V.",Estación,"Av. Pino Suarez # 6322, Col. Buena Vista",3,27.495568,-99.540115,estacion
E10209,1,estacion,"E10209 · Estacion de Multiservicios Edgar, S.A. de C.V.",Estación,"Alvaro Obregon No. 1243, Col. Sector Centro",3,27.488682,-99.511686,estacion
E11474,1,estacion,"E11474 · Super Gas Piedras, S.A. de C.V.",Estación,"Carretera 57 Km. 8, Col. Libramiento Allende - Morelos",3,28.384098,-100.852408,estacion
E03450,1,estacion,"E03450 · Servicio Rio Escondido, S.A. de C.V.",Estación,"Carr.57 Km.18, Col. Centro",3,28.570820,-100.616660,estacion
E06153,1,estacion,"E06153 · Servicio Agar, S. A. de C. V.",Estación,"Lib. Fausto Z. Martinez # 2306, Col. Nueva Americana",3,28.680920,-100.523260,estacion
E04641,1,estacion,"E04641 · Piedras Negras Industrial, Sa",Estación,"Calle Fuente Galeana No. 505 Sur, Col. Centro",3,28.697864,-100.518198,estacion
E10839,1,estacion,"E10839 · Orba Gas, S.A. de C.V.",Estación,"Carretera Federal Numero 2 Tramo P.Negras-Ac 111, Col. Ejido Piedras Negras",3,28.715375,-100.562016,estacion
E08596,1,estacion,"E08596 · Combustibles de Acuña, S.A. de C.V.",Estación,"Agustin Iturbide No. 1890, Col. 28 de Junio",3,29.315240,-100.951140,estacion
E04004,1,estacion,"E04004 · Servicio Excelsior, S.A. de C.V.",Estación,"Carr.A la Presa de la Amistad No.1390 Pte.Esq.Exce, Col. Atilano Barrera",3,29.335069,-100.967862,estacion
E02203,1,estacion,"E02203 · Multiservicios Terashima, S.A. de C.V.",Estación,"Carr. El Sauz-Palau No.69 Minas de Barroteran, Col. Centro",3,27.646890,-101.279710,estacion
E09512,1,estacion,"E09512 · Suministros Energeticos 57,S.A. de C.V.",Estación,"Carretera Federal 57 Km. 108.400, Col. Ejido El Mezquite",3,27.812442,-101.142511,estacion
E04701,1,estacion,"E04701 · Gasolinera Santo Domingo, SA de CV",Estación,"Cuauhtemoc Esq. Con Abasolo No. 911 Pte., Col. Reynera",3,27.861838,-101.118449,estacion
E02209,1,estacion,E02209 · Elia Margarita Cantu Gonzalez,Estación,"Presidente Carranza Sur No. 201, Col. Centro",3,26.985727,-102.067016,estacion
E07427,1,estacion,"E07427 · Auto Servicio Coahuila, S.A. de C.V.",Estación,"Carretera 30 # 1008, Col. Amalia Solorzano",3,27.049556,-101.532982,estacion
E08380,1,estacion,"E08380 · Combustibles y Lubricantes Saldivar, S. de R.L. de C.V.",Estación,"Netzahualcoyotl No. 1328-C, Col. Anahuac",3,26.902477,-101.442307,estacion
E11879,1,estacion,"E11879 · Estacion 23, S.A. de C.V.",Estación,"Blvd. Ejercito Mexicano No. 1306, Col. San Francisco",3,26.927638,-101.430444,estacion
E05060,1,estacion,"E05060 · Gasolinera El Pueblo, SA de CV",Estación,"Calle Cuauhtemoc Esq. Kennedy No. 1214, Col. El Pueblo",3,26.919717,-101.417321,estacion
E09277,1,estacion,"E09277 · Servicio Villa Lopez, S.P.R. de R.I. de C.V.",Estación,"Carretera Lopez Coronado No. 846, Col. Sin Colonia",3,27.001310,-105.041950,estacion
E05246,1,estacion,"E05246 · Abastecedora de Combustibles, SA de CV",Estación,"Carret. Jimenez-Camargo Via las Palmas Km 2, Col. .",3,27.141203,-104.903126,estacion
E10470,1,estacion,"E10470 · Supragas, S.A. de C.V.",Estación,"Centenario No. 1303, Col. Centro",3,27.684604,-105.165437,estacion
E07908,1,estacion,E07908 · Hortencia Marquez Uranga,Estación,"Carrt. Libre Delicias-Las Varas Lote 325-2, Col. S/C",3,28.146060,-105.342320,estacion
E10133,1,estacion,"E10133 · Gasolinera Boquilla, S.A. de C.V.",Estación,"Bulevar Oscar Flores No.12, Col. Constitucion",3,29.55834166666670,-104.412022222222,estacion
E07776,1,estacion,"E07776 · Super'S Rapiditos Bip Bip, S.A. de C.V.",Estación,"Calle Durango No. 2680, Col. Fracc. Horizontes Del Sur 17 Etapa",3,31.607092,-106.384251,estacion
E07226,1,estacion,"E07226 · Super'S Rapiditos Bip Bip, S.A. de C. V.",Estación,"Av. Santiago Blancas No. 250, Col. Horizontes Del Sur",3,31.620921,-106.365803,estacion
E06947,1,estacion,E06947 · Servicio Baja California S.A. de C.V.,Estación,"Puerto de Palos No. 1050, Col. Tierra Nueva",3,31.627906,-106.348895,estacion
E03820,1,estacion,"E03820 · Servicio Chapultepec, S. A. de C. V.",Estación,"Av. Pavo Real Esq. Av. de Los Aztecas, Col. Fracc. Granjas de Chapultepec",3,31.671154,-106.474310,estacion
E06905,1,estacion,"E06905 · Super'S Rapiditos Bip Bip, S.A. de C.V.",Estación,"Carrt. Oscar Flores Sanchez # 2734, Col. Division Del Norte",3,31.706455,-106.446865,estacion
E03986,1,estacion,"E03986 · Auto Pronto, S.A. de C.V.",Estación,"Carr. Panamericana No. 6024 y Calle Nayarit, Col. El Granjero",3,31.664695,-106.426835,estacion
E04070,1,estacion,"E04070 · Servicio Galeana, S.A. de C.V.",Estación,"Av. Manuel J. Clouthier No. 7355, Col. Fraccionamiento Del Real Juarez,",3,31.668964,-106.416421,estacion
E06683,1,estacion,"E06683 · Super'S Rapiditos Bip Bip, S.A. de C.V.",Estación,"Av. Paseo de la Victoria # 8050, Col. Partido Iglesias",3,31.675923,-106.408237,estacion
E09962,1,estacion,"E09962 · Almacenes Distribuidores de la Frontera, S.A. de C.V.",Estación,"Blvd. Manuel Gomez Morin # 9470, Col. Partido Senecu",3,31.695550,-106.389972,estacion
E07486,1,estacion,E07486 · Jorge Luis Peregrino Ocaña,Estación,"Carretera Casas Grandes No. 4251, Col. S/C",3,31.614025,-106.533926,estacion
E09261,1,estacion,"E09261 · Super'S Rapiditos Bip Bip, S. A. de C. V.",Estación,"Carretera Panamericana No. 10325, Col. Fracc. Granjas Polo Gamboa",3,31.605629,-106.455229,estacion
E04417,1,estacion,"E04417 · Servicio Oasis, SA de CV",Estación,"Blvd. Zaragoza Num. 505 y Vias Ff Cc, Col. S/C",3,31.660440,-106.447702,estacion
E07371,1,estacion,"E07371 · Super Servicio Herrera Del Norte, S.A. de C.V.",Estación,"Av. Tecnologico 6251, Col. Aeropuerto",3,31.662850,-106.428367,estacion
E07302,1,estacion,"E07302 · Super'S Rapiditos Bip Bip, S. A. de C.V.",Estación,"Av. las Torres No. 2431, Col. Col. Lote Bravo",3,31.614148,-106.396429,estacion
E08373,1,estacion,"E08373 · Almacenes Distribuidores de la Frontera, S. A. de C. V.",Estación,"Oaxaca No. 850, Col. Salvarcar",3,31.644318,-106.375132,estacion
E06452,1,estacion,"E06452 · Super'S Rapiditos Bip Bip, S.A. de C.V.",Estación,"Blvd. Independencia # 360, Col. Zaragoza",3,31.642798,-106.346573,estacion
E03568,1,estacion,"E03568 · Grupo Tbgas, S.A. de C.V.",Estación,"Carr.Mex-Chihuahua Calle Fco. Marquez, Col. Veteranos",3,28.604832,-105.995880,estacion
E01365,1,estacion,E01365 · Guillermo Martinez Marquez,Estación,"Domicilio Conocido, Col. Lazaro Cardenas",3,28.391451,-105.621384,estacion
E05977,1,estacion,"E05977 · Meoqui Corporacion, S.A. de C.V.",Estación,"Degollado # 1200, Col. Centro",3,28.269349,-105.473979,estacion
E07531,1,estacion,"E07531 · Mer de Chihuahua, S.A. de C.V.",Estación,"Blvd. Antonio Ortiz Mena No. 5007, Col. Avicola 2a. Etapa",3,28.612943,-106.107239,estacion
E06997,1,estacion,"E06997 · Prontogas, S. A.  de  C. V.",Estación,"Av. Francisco Zarco # 2800, Col. Fracc. Zarco",3,28.620369,-106.087305,estacion
E01352,1,estacion,"E01352 · Combustibles y Lubricantes Ocampo, S. A. de C. V.",Estación,"Av. Ocampo Num. 3000, Col. Pacifico",3,28.625241,-106.070255,estacion
E05385,1,estacion,"E05385 · Impulsora San Felipe, SA de CV",Estación,"Periferico de la Juventud No. 2004, Col. Haciendas Del Valle",3,28.637158,-106.122624,estacion
E03960,1,estacion,"E03960 · Combustibles y Lubricantes Independencia, S.A. de C.V.",Estación,"J.Ma.Iglesias No. 5512 a 19.34 Mt.de Calle Acacias, Col. Granjas",3,28.667118,-106.111292,estacion
E03296,1,estacion,"E03296 · Servicio Plaza San Felipe,S.A.de C.V.",Estación,"Av. las Americas y Libramiento Perimetral, Col. .",3,28.658619,-106.100741,estacion
E11762,1,estacion,"E11762 · Combustibles y Lubricantes Atenas, S.A. de C.V.",Estación,"Ave. Los Nogales No. 4900, Col. Fracc. Atenas Iv",3,28.733667,-106.100799,estacion
E07005,1,estacion,"E07005 · Pronto Plus, S.A. de C.V.",Estación,"Av. de las Industrias No. 3700, Col. Nombre de Dios",3,28.665936,-106.082919,estacion
E06999,1,estacion,"E06999 · Rapiauto, S. A. de  C. V.",Estación,"Av. Carlos Pacheco # 2203, Col. Fracc. Popular",3,28.644396,-106.059559,estacion
E03925,1,estacion,E03925 · Margarita Solis Muñiz,Estación,"Calle Principal y Carr.Chihuahua y Aldama, Col. .",3,28.680874,-106.002417,estacion
E04897,1,estacion,E04897 · Barbara Carrete Rincon,Estación,"Av Hidalgo N 128, Col. Centro",3,25.953759,-105.364459,estacion
E12202,1,estacion,"E12202 · Multiservicios El Granillo, S.A. de C.V.",Estación,"Ave. Centenario No. 100, Col. S/C",3,26.81004380,-105.81623210,estacion
E04110,1,estacion,"E04110 · Servicio San Uriel, S.A. de C.V.",Estación,"Boulevard Lic. Antonio Ortiz Mena No.271,, Col. Col. las Quintas,",3,26.928306,-105.675835,estacion
E08855,1,estacion,"E08855 · Servicio San Uriel, S.A. de C.V.",Estación,"Ave. Ni$Os Heroes S/N, Col. S/D",3,26.935006,-105.687841,estacion
E02180,1,estacion,"E02180 · Servicio Balleza, S.A. de C.V.",Estación,"Km 103 Carr Parral-Balleza, Col. Centro",3,26.950260,-106.349458,estacion
E03186,1,estacion,E03186 · Alejandro Manuel Garcia Girard,Estación,"V Guerrero y Allende, Col. .",3,27.855430,-105.491070,estacion
E09449,1,estacion,E09449 · Jose Cruz Teodulo Castrellon Chavez,Estación,"Lote No. 01, Manzana No. 01 S/N, Col. Laderas Del Norte   Sector Oriente",3,28.187370,-105.437760,estacion
E05717,1,estacion,E05717 · Gasolinera Boquilla S.A. de C.V.,Estación,"Carrt. 45 Tramo Delicias-Chih. Km 138+168.69, Col. S/D",3,28.199980,-105.453510,estacion
E09997,1,estacion,E09997 · Socorro Parra Maldonado,Estación,"Av. Periferico Sur 691, Col. Cuauhtemoc",3,28.39,-106.89,estacion
E01367,1,estacion,E01367 · Baldemar Rodriguez Gutierrez,Estación,"Av. Allende y Calzada 16 de Septiembre, Col. Centro",3,28.410257,-106.860161,estacion
E01362,1,estacion,E01362 · Jaime Humberto Nunez Castillo,Estación,"El Mirador Domicilio Conocido, Col. .",3,28.306271,-106.479138,estacion
E06028,1,estacion,"E06028 · Grupo Munoz Mendoza, S.A. de C.V.",Estación,"Carrt. Chihuahua-Cuauhtemoc Km 11+300 Mg-Nte, Col. Loc. Ejido Labor de Terrazas",3,28.563076,-106.149546,estacion
E04557,1,estacion,"E04557 · Cimarron Combustibles y Servicios, S.A.de C.V.",Estación,"Periferico de la Jueventud No. 7929 Esq. Sierra N., Col. .",3,28.673614,-106.134838,estacion
E04354,1,estacion,"E04354 · Servicio Express, S.A. de C.V.",Estación,"Periferico de la Juventud No.6700, Col. Fracc.El Saucito",3,28.669149,-106.131076,estacion
E06111,1,estacion,E06111 · Super'S Rapiditos Bip Bip S.A. de C.V.,Estación,"Hospital # 5803 Esq. Caucho, Col. Insurgentes",3,31.742721,-106.514625,estacion
E01177,1,estacion,E01177 · Ramirez Martinez Juan Felipe,Estación,"16 de Septiembre No.2163 Pte. y Plomo, Col. A. Colorado",3,31.741389,-106.495499,estacion
E01166,1,estacion,"E01166 · Super Servicio Herrera Del Norte, S.A. de C.V.",Estación,"Libertad y Mina, Col. CahveºA",3,31.734781,-106.483087,estacion
E05704,1,estacion,"E05704 · Super Servicio Herrera Del Norte, S.A. de C.V.",Estación,"Av. 16 de Septiembre # 1981 Esq. Argentina, Col. Partida Romero",3,31.738359,-106.466885,estacion
E01185,1,estacion,"E01185 · Autogas de la Frontera, S.A. de C.V.",Estación,".Av. las Americas No. 1128, Col. La Playa",3,31.747008,-106.455399,estacion
E08486,1,estacion,"E08486 · Operadora de Hidro, S.A. de C.V.",Estación,"Av. Paseo Triunfo de la Republica No. 5298-B, Col. Alamos de San Lorenzo",3,31.736022,-106.425078,estacion
E01393,1,estacion,E01393 · Dagoberto Maldonado Duarte,Estación,"Independencia y San Pedro, Col. La Plaza",3,29.247097,-107.415824,estacion
E04659,1,estacion,"E04659 · Servicio Los Iguales, SA de CV",Estación,"Km. 77 Carret. Ojo la Laguna Crece Sueco R.Flores, Col. .",3,29.943484,-106.945511,estacion
E12200,1,estacion,E12200 · Arnulfo Salaices Valdez,Estación,"Carr. Panamericana Chihuahua-Juarez Km 217, Col. Sin Colonia",3,30.44215277777780,-106.521588888889,estacion
E04626,1,estacion,E04626 · Carlos Arturo Muños Perez,Estación,"Km.1 Carr. Madera-Chihuahua, Col. .",3,29.183642,-108.131692,estacion
E07898,1,estacion,E07898 · Martin Olivas Cano,Estación,"Calle Principal # 206, Col. Ejido El Largo",3,29.6838,-108.272440,estacion
E01235,1,estacion,"E01235 · Servicio Famba, SA de CV",Estación,"Av.Benito Juarez 1003 y Calle Jimenez, Col. .",3,30.429080,-107.914530,estacion
E12276,1,estacion,"E12276 · Servicio la Solitaria, S.A. de C.V.",Estación,"Calle Puebla No.503, Col. S/C",3,31.092209,-108.001616,estacion
E08859,1,estacion,"E08859 · Gasolinera Rubios, S.A. de C.V.",Estación,"Arroyo Ocoroni y Av. Rio Quelite No. 001, Col. S/C",3,25.828940,-108.230520,estacion
E08579,1,estacion,E08579 · Gloria Esther Lerma Herrera,Estación,"Carretera Baborigame-Guadalupe y Calvo Km. 1, Col. S/C",3,26.425470,-107.259950,estacion
E10452,1,estacion,"E10452 · Gasolineria Temoris, S.A. de C.V.",Estación,"Domicilio Conocido, Col. .",3,27.28139444444440,-108.278497222222,estacion
E01410,1,estacion,E01410 · Rosendo Rodriguez Martinez,Estación,"Irigoyen y Sexta No. 301 San Juanito, Col. .",3,27.973274,-107.601522,estacion
E07651,1,estacion,"E07651 · Centro de Servicios de Excelencia, S.A. de C.V.",Estación,"Heriberto Valdez No. 1275 Pte., Col. Scally",3,25.802113,-108.998971,estacion
E07340,1,estacion,"E07340 · Auto Servicio la Piedrera, S.A. de C.V.",Estación,"Blvd. Adolfo Lopez Mateos No.3614 Nte., Col. Miguel Hidalgo",3,25.823913,-108.970545,estacion
E07154,1,estacion,"E07154 · Estacion de Servicio las Flores, S.A. de C.V.",Estación,"Carrt. Estatal Los Mochis-El Fuerte Km 17+700, Col. Los Torres",3,25.970018,-108.891982,estacion
E12810,1,estacion,E12810 · German Pablo Rivera Gonzalez,Estación,"Del Tramo Carretero Los Mochis Sinaloa-Navojoa Km. 70.100, Col. ",3,26.40972222,-109.01722220,estacion
E11808,1,estacion,E11808 · Rodolfo Monge Cruz,Estación,"Blvd. Luis Donaldo Colosio S/N, Col. La Pitayita",3,29.69098888888890,-108.983330555556,estacion
E11874,1,estacion,"E11874 · Kimys Gas Market, S. de R.L.",Estación,"Blvd. Nuevo Sonora No. 1, Col. S/C",3,29.99988055555560,-109.778288888889,estacion
E05906,1,estacion,"E05906 · Arizpe,S.A. de C.V.",Estación,"Av. Obregon Final y Carrt. Cananea-Arizpe, Col. Taste",3,30.631860,-109.964450,estacion
E10146,1,estacion,"E10146 · Grupo Pena Cota,S.A de C.V.",Estación,"Calle 5 Avenida 44 S/N, Col. Lomas Del Sol",3,31.329720,-109.517510,estacion
E05301,1,estacion,"E05301 · Rivera Leyva, S.A. de C.V.",Estación,"Calle Privada Dos No. 934 Ote., Col. Real de Sol",3,27.514888,-109.930398,estacion
E12359,1,estacion,"E12359 · Gasbo, S.A. de C.V.",Estación,"Av. las Torres No. 1207 Norte, Col. S/C",3,27.514350,-109.905850,estacion
E04727,1,estacion,"E04727 · Estacion de Servicios San Francisco, SA de CV",Estación,"Calle Nogales Esq. Carrt. Hermosillo-Chih. Km. 280, Col. .",3,28.366168,-108.9253,estacion
E01363,1,estacion,E01363 · Maria Victoria Oroz Camacho,Estación,"Francisco I. Madero No. 1404, Col. .",3,28.545723,-107.476045,estacion
E06163,1,estacion,E06163 · Multiservicio Los Cienes S.A. de C.V.,Estación,"Carrt. Alvaro Obregon-Bachiniva Campo 101, Col. Swift Current",3,28.774140,-107.005545,estacion
E01366,1,estacion,E01366 · Juan Friesen Knelsen,Estación,"Campo Menonita # 60, Col. Campo Menonita # 60",3,28.954844,-106.710560,estacion
E11732,1,estacion,"E11732 · Ramsa Del Yaqui, S. A. de C. V.",Estación,"Emiliano Zapata 715 entre Yaqui y Mayos, Col. Fracc. Richardson Valle Del Yaqui",3,27.354704,-110.028503,estacion
E01255,1,estacion,"E01255 · Rivera Villa Bonita, S. A. de C. V.",Estación,"5 de Febrero No. 613 Sur, Col. Centro",3,27.486786,-109.932285,estacion
E10320,1,estacion,"E10320 · Servicios Palo Verdes, S.A. de C.V.",Estación,"Calle 300 No. 2101 Ote., Col. Ejido El Rodeo",3,27.465144,-109.915653,estacion
E03539,1,estacion,"E03539 · Servi-Aeropuerto Obregon, SA de CV",Estación,"Carretera Internacional Mexico-Nogales,Km.1825, Col. .",3,27.409123,-109.835380,estacion
E09224,1,estacion,E09224 · Alejandro Fernando Gonzalez Breach,Estación,"Ave. Guillermo F. Chavez Num. 310, Col. Hidalgo",3,27.087611,-109.436321,estacion
E12657,1,estacion,E12657 · Armando Emmanuel Villa Dominguez,Estación,"Blvd. Lazaro Cardenas No. 306, Col. Palo Verde",3,29.14805556,-111.00611110,estacion
E09956,1,estacion,"E09956 · Estacion de Servicio Del Desierto, S.A. de C.V.",Estación,"Carretera  Hermosillo - Nogales 1309, Col. El Tijerito",3,29.209811,-110.926097,estacion
E05506,1,estacion,E05506 · Rosa Isela Pacheco Navarro,Estación,"Calle Revolucion Esq. Con Manuel M. Dieguez No. 42, Col. S/D",3,29.685563,-110.960093,estacion
E11108,1,estacion,"E11108 · Auto Servicio la Candelaria, S.A. de C.V.",Estación,"Blvd. Antonio Quiroga No.397 y Blvd. Lazaro Cardenas, Col. Tierra Colorada",3,29.131348,-111.023056,estacion
E04160,1,estacion,E04160 · Servicio Pesqueira M. S.A. de C.V.,Estación,"Calle Noroeste Esq. Rancho Viejo, Col. Norberto Ortega",3,29.138187,-110.995683,estacion
E04551,1,estacion,"E04551 · Servicio Delsi, SA de CV",Estación,"Blvd. Lopez Portillo No. 302, Col. Ley 57",3,29.124513,-110.972188,estacion
E06820,1,estacion,"E06820 · Estacion de Servicio El Piloto, S.A. de C.V.",Estación,"Carrt. Internacional Hermosillo-Nogales Km 5.5, Col. Sin Colonia",3,29.137497,-110.910147,estacion
E06634,1,estacion,"E06634 · Gasolinera  Perimetral,  S.A  de  C.V.",Estación,"Carrt. Int. Mexico 15 Km 178+750 Mg-Derecho, Col. La Mision",3,30.615269,-111.000498,estacion
E08234,1,estacion,"E08234 · Servicio Alcatraz, S.A. de C.V.",Estación,"Carret.Cuatro Carriles Hermosi-Nogales Km.187+500, Col. La Choya",3,30.644827,-110.946675,estacion
E08999,1,estacion,"E08999 · Auto Servicio Sahuaral, S.A. de C.V.",Estación,"Hector Lizarraga # 59, Col. Sahuaral",3,30.791903,-110.840413,estacion
E10889,1,estacion,"E10889 · Gasolinera Bicentenario,S.A. de C.V.",Estación,"Carretera Cananea - Imuris Km. 85+400, Col. Sc",3,31.006170,-110.3075,estacion
E08564,1,estacion,"E08564 · Gaservicio Naco, S.A. de C.V.",Estación,"5 de Febrero No.1550, Col. Cuauhtemoc",3,31.323890,-109.945360,estacion
E02158,1,estacion,"E02158 · Empresas Ibarrola Elias, SA de CV",Estación,"Carret. Agua Prieta-Janos entre Av. 17 y 18, Col. Vallarta",3,31.314769,-109.545439,estacion
E05989,1,estacion,"E05989 · Combustibles Hersan, S.A. de C.V.",Estación,"B. Oro Blanco y Blvd. Benito Juarez # 270, Col. Ramon Gil Samaniego",3,27.899517,-110.908181,estacion
E08292,1,estacion,"E08292 · Distribuidora Guaymas Empalme, S.A. de C.V.",Estación,"Carrt.Internacional #15 Guaymas-Empalme Km 118+500, Col. Las Batuecas",3,27.946008,-110.856068,estacion
E12842,1,estacion,E12842 · Maria Eugenia Morales Arvizu,Estación,"Rodolfo Elias Calles Lote 38 y Fracc 39 Parc. 102, Col. Fracc. Richardson Valle Del Yaqui",3,27.80611111,-110.64805560,estacion
E03802,1,estacion,"E03802 · Guadalupana Gasolinera, S.A. de C.V.",Estación,"Km. 247+300 Carr. Internacional, Col. .",3,28.987891,-110.971014,estacion
E07834,1,estacion,"E07834 · Power Gas, S.A. de C.V.",Estación,"Blvd. Libertad # 1 Ote. Esq. Carrt. Salida a Guaym, Col. Adolfo de la Huerta",3,29.031404,-110.959016,estacion
E10829,1,estacion,"E10829 · Combustibles y Lubricantes Cf, S.A. de C.V.",Estación,"Av. Lazaro Cardenas No. 413, Col. Las Minitas",3,29.042330,-110.994690,estacion
E09950,1,estacion,"E09950 · Mg Del Seri, S.A. de C.V.",Estación,"Blvd. Camino Del Seri S/N, Col. Villa de Seris",3,29.062064,-110.985678,estacion
E05452,1,estacion,"E05452 · Gasolinera El Seri, SA de CV",Estación,"Calle Yenez Esq. Dr. Noriega, Col. Centro",3,29.079750,-110.955965,estacion
E07082,1,estacion,"E07082 · Gaservicio Matamoros, S.A. de C.V.",Estación,"Matamoros No. 57, Col. Centro",3,29.088039,-110.953598,estacion
E10978,1,estacion,"E10978 · La Danzante, S.A de C.V.",Estación,"Calle Benito Juarez No.98 Esq. Lucas Ventura, Col. Centro",3,26.008319,-111.350596,estacion
E02142,1,estacion,"E02142 · Servicio Bacobampo, S.A. de C.V.",Estación,"Carret. Salida a Villa Juarez, Col. Centro",3,26.990302,-109.662946,estacion
E08870,1,estacion,E08870 · Jag Autoservicios S.A. de C.V.,Estación,"Av. Mariano Jimenez # 3012 Esq. Ramon Corona, Col. Juarez",3,27.069781,-109.459089,estacion
E05658,1,estacion,"E05658 · Auto Servicio Afa, S.A. de C.V.",Estación,"Av. Juarez # 501, Col. Juarez",3,27.075549,-109.451386,estacion
E08840,1,estacion,"E08840 · Estacion de Servicio Perinorte, S.A. de C.V.",Estación,"Carretera a Bahia de Kino Lado Oeste No. 84 San Franci, Col. Poblado Miguel Aleman",3,28.839490,-111.481190,estacion
E10463,1,estacion,"E10463 · Sogusin, S.A. de C.V.",Estación,"Boulevard Antonio Quiroga No. 91, Col. Real de Quiroga",3,29.087154,-111.021957,estacion
E09515,1,estacion,"E09515 · Servicios Del Rio Rg, S.A. de C.V.",Estación,"Blvd. Paseo Del Canal Sur Al Este Fracc. Montecarlo, Col. Fracc. Montecarlo",3,29.069056,-110.990258,estacion
E03785,1,estacion,E03785 · Gasolinera Maza de Juarez S.A. de C.V.,Estación,"Perif.Nte. Esq. Margarrita Maza de Juarez No 599, Col. El Choyal",3,29.110653,-110.988436,estacion
E03597,1,estacion,"E03597 · Gasolinera Alvarado, S.A. de C.V.",Estación,"Av. Francisco Monteverde No. 161 Av. Nogales, Col. Balderrama",3,29.100406,-110.970485,estacion
E06785,1,estacion,"E06785 · Servicios El Minero, S.A. de C.V.",Estación,"Esquina Noroeste y Av. Nayarit # 113, Col. San Benito",3,29.094610,-110.960434,estacion
E05122,1,estacion,"E05122 · Estacion de Servicio El Capitan, SA de CV",Estación,"Blvd. Francisco Eusebio Kino No. 506, Col. Pitic",3,29.098026,-110.944689,estacion
E07056,1,estacion,"E07056 · Gasolinera El Coyote, S.A. de C.V.",Estación,"Calle Catorce # 1 y Blvd. Heroes de Caborca, Col. Aviacion",3,30.721270,-112.172190,estacion
E08509,1,estacion,E08509 · Homero Salcido Contreras,Estación,"Boulevard Lic. Manuel Gomez Morin Sur No. 200, Col. Caborca Centro",3,30.701190,-112.150460,estacion
E11120,1,estacion,E11120 · Alexandra Garcia Almada,Estación,"Carretera Internacional Mexico Tijuana Km 103+300 262, Col. Las Granjas",3,30.713246,-112.132740,estacion
E11829,1,estacion,"E11829 · Combustibles Liquidos, S.A.D E C.V.",Estación,"Avenida de Los Maestros No. 250, Col. Jardines de la Montana",3,31.290303,-110.968796,estacion
E04573,1,estacion,"E04573 · Estacion de Servicio El Rebelde, S.A. de C.V.",Estación,"Blvd.Luis Donaldo Colosio No.3203 entre Tripoli Y, Col. El Greco",3,31.285253,-110.941807,estacion
E02156,1,estacion,E02156 · Ponce Fernandez Jose Alfredo,Estación,"Av. Ruiz Cortinez Num. 1355, Col. Altamira",3,31.307883,-110.941749,estacion
E01870,1,estacion,"E01870 · Dagal, S.A. de C.V.",Estación,"Lore Noroeste Manz.1, Col. Ejido Michoacan de Ocampo",3,32.471560,-115.310593,estacion
E01814,1,estacion,"E01814 · Gassil, S.A. de C.V.",Estación,"Carret. a San Luis Rio Colorado Km 26.5, Col. Ejido Sinaloa",3,32.553469,-115.253887,estacion
E08011,1,estacion,E08011 · Silva Cisneros Hector Maximino,Estación,"Ejido Lazaro Cardenas S/N, Col. S/C",3,32.611950,-115.017354,estacion
E01871,1,estacion,"E01871 · Gassil, S.A de C.V.",Estación,"Guatemala No, 900, Col. Cd, Morelos Valle",3,32.635553,-114.850377,estacion
E01919,1,estacion,E01919 · Gerardo Esquivias Guzman,Estación,"De Los Insurgentes No, 758 10 y 11, Col. Pob Gpe, Victoria Valle",3,32.287842,-115.100110,estacion
E01849,1,estacion,E01849 · Jose Alonso Carlos Castaneda,Estación,"San Luis Rio Colorado - Mexicali Km. 11.000, Col. ",3,32.524598,-114.917017,estacion
E08935,1,estacion,"E08935 · Operadora Rio Colorado, S. de R.L. de C.V.",Estación,"Av. Benjamin Flores Brech.Div.) y Calle 17 # 1700, Col. Mezquita",3,32.434730,-114.778770,estacion
E01978,1,estacion,"E01978 · Lubricantes y Gasolinas,S.A.de C.V.",Estación,"Revolucion y Calle Cuarta, Col. Centro",3,32.471494,-114.782468,estacion
E01903,1,estacion,"E01903 · Lopez Chaira, S.A. de C.V.",Estación,"Obregon y Calle 15, Col. Centro",3,32.472679,-114.767155,estacion
E05711,1,estacion,"E05711 · Operadora Rio Colorado, S. de R.L. de C.V.",Estación,"Av. Revolucion y Calle 34 # 3401, Col. Burocratas",3,32.462530,-114.741990,estacion
E06969,1,estacion,E06969 · Lopez Meza Maria de Jesus,Estación,"Calzada Venustiano Carranza No. 398, Col. Fracc. Villa Bonita",3,32.617374,-115.405703,estacion
E08322,1,estacion,"E08322 · Auto Servicio Osmar, S.A. de C.V.",Estación,"Calzada Independencia No. 1836, Col. Rivera",3,32.637460,-115.412993,estacion
E12153,1,estacion,"E12153 · Operadora Tierra Calida, S.A. de C.V.",Estación,"Calzada Cetys No. 2599, Col. Rivera Delegacion Gonzalez Ortega",3,32.653405,-115.401180,estacion
E12543,1,estacion,"E12543 · Corporativo Emprendedor Del Noroeste,S.A. de C.V",Estación,"Calzada Abelardo L. Rodriguez No. 2498, Col. Al Nte.Col.Alamitos Deleg.Glez.Orteg",3,32.670759,-115.403563,estacion
